Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description
Operation.Edit_PID.PID_Channel_2.PID_Set_9.DERIVATIVE_19_REG,"402584",Short,1,R/W,100,,,,,,,,,,"Derivative 2B - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.HYSTERESIS_14_REG,"402538",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2A - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.HYSTERESIS_19_REG,"402588",Short,1,R/W,100,,,,,,,,,,"Hysteresis 2B - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.INTEGRAL_14_REG,"402532",Short,1,R/W,100,,,,,,,,,,"Integral 2A - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.INTEGRAL_19_REG,"402582",Short,1,R/W,100,,,,,,,,,,"Integral 2B - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.PROPBAND_14_REG,"402531",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2A - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.PROPBAND_19_REG,"402581",Short,1,R/W,100,,,,,,,,,,"Proportional Band 2B - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.RATE_14_REG,"402535",Short,1,R/W,100,,,,,,,,,,"Rate 2A - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.RATE_19_REG,"402585",Short,1,R/W,100,,,,,,,,,,"Rate 2B - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.RESET_14_REG,"402533",Short,1,R/W,100,,,,,,,,,,"Reset 2A - PID Set 09"
Operation.Edit_PID.PID_Channel_2.PID_Set_9.RESET_19_REG,"402583",Short,1,R/W,100,,,,,,,,,,"Reset 2B - PID Set 09"
Profile_Management.END_ACTION_REG,"404061",Short,1,R/W,100,,,,,,,,,,"Action"
Profile_Management.END_IDLE_SETPOINT_CHANNEL_1_REG,"404062",Short,1,R/W,100,,,,,,,,,,"Enter Channel 1 Idle Set Point"
Profile_Management.END_IDLE_SETPOINT_CHANNEL_2_REG,"404063",Short,1,R/W,100,,,,,,,,,,"Enter Channel 2 Idle Set Point"
Profile_Management.HOLD_A_PROGRAM_REG,"401211",Short,1,R/W,100,,,,,,,,,,"Hold Profile"
Profile_Management.JUMP_REPEATS_REG,"404053",Short,1,R/W,100,,,,,,,,,,"Number of Repeats"
Profile_Management.JUMP_TO_PROFILE_REG,"404051",Short,1,R/W,100,,,,,,,,,,"Jump to Profile"
Profile_Management.JUMP_TO_STEP_REG,"404052",Short,1,R/W,100,,,,,,,,,,"Step x (1 to 256)"
Profile_Management.PROFILE_AUTOSTART_DATE_DAY_REG,"404007",Short,1,R/W,100,,,,,,,,,,"Autostart, Date (day of month)"
Profile_Management.PROFILE_AUTOSTART_DATE_MONTH_REG,"404006",Short,1,R/W,100,,,,,,,,,,"Autostart, Date (month)"
Profile_Management.PROFILE_AUTOSTART_DATE_YEAR_REG,"404008",Short,1,R/W,100,,,,,,,,,,"Autostart, Date (year)"
Profile_Management.PROFILE_AUTOSTART_DAY_REG,"404009",Short,1,R/W,100,,,,,,,,,,"Autostart, Day (of week)"
Profile_Management.PROFILE_EDIT_ACTION_REG,"404003",Short,1,R/W,100,,,,,,,,,,"Profile Edit Action"
Profile_Management.PROFILE_FILE_NUMBER_REG,"404001",Short,1,R/W,100,,,,,,,,,,"Profile Number"
Profile_Management.PROFILE_REMAINING_REG,"401219",Short,1,R/W,100,,,,,,,,,,"Profiles Remaining for Programming"
Profile_Management.PROFILE_STEP_ANALOG_1_WAIT_REG,"404022",Short,1,R/W,100,,,,,,,,,,"Analog Input 1"
Profile_Management.PROFILE_STEP_ANALOG_2_WAIT_REG,"404024",Short,1,R/W,100,,,,,,,,,,"Analog Input 2"
Profile_Management.PROFILE_STEP_ANALOG_3_WAIT_REG,"404026",Short,1,R/W,100,,,,,,,,,,"Analog Input 3"
Profile_Management.PROFILE_STEP_NUMBER_REG,"404002",Short,1,R/W,100,,,,,,,,,,"Profile Step Number"
Profile_Management.PROFILE_STEP_RAMP_RATE_REG,"404044",Short,1,R/W,100,,,,,,,,,,"Rate"
Profile_Management.PROFILE_STEP_TIME_HOURS_REG,"404010",Short,1,R/W,100,,,,,,,,,,"Autostart, Time (hour)"
Profile_Management.PROFILE_STEP_TIME_MINUTES_REG,"404011",Short,1,R/W,100,,,,,,,,,,"Autostart, Time (minute)"
Profile_Management.PROFILE_STEP_TIME_SECONDS_REG,"404012",Short,1,R/W,100,,,,,,,,,,"Autostart, Time (second)"
Profile_Management.PROFILE_STEP_TYPE_REG,"404004",Short,1,R/W,100,,,,,,,,,,"Profile Step Type"
Profile_Management.PROFILE_STEP_WAIT_DONT_WAIT_REG,"404013",Short,1,R/W,100,,,,,,,,,,"Wait for"
Profile_Management.RAMP_PID_SET_CHANNEL_1_REG,"404047",Short,1,R/W,100,,,,,,,,,,"PID Set (Channel 1)"
Profile_Management.RAMP_PID_SET_CHANNEL_2_REG,"404048",Short,1,R/W,100,,,,,,,,,,"PID Set (Channel 2)"
Profile_Management.RAMP_SETPOINT_CHANNEL_1_REG,"404045",Short,1,R/W,100,,,,,,,,,,"Set Point Channel 1"
Profile_Management.RAMP_SETPOINT_CHANNEL_2_REG,"404046",Short,1,R/W,100,,,,,,,,,,"Set Point Channel 2"
Profile_Management.RESUME_A_PROGRAM_REG,"401210",Short,1,R/W,100,,,,,,,,,,"Resume Profile"
Profile_Management.STEP_REMAINING_REG,"401220",Short,1,R/W,100,,,,,,,,,,"Steps Remaining for Programming"
Profile_Management.TERMINATE_A_PROGRAM_REG,"401218",Short,1,R/W,100,,,,,,,,,,"Terminate Profile"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_1_REG,"403501",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_10_REG,"403510",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_2_REG,"403502",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_3_REG,"403503",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_4_REG,"403504",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_5_REG,"403505",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_6_REG,"403506",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_7_REG,"403507",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_8_REG,"403508",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 1"
Profile_Management.Profile_1_Name.PROFILE_1_NAME_9_REG,"403509",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 1"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_1_REG,"403591",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_10_REG,"403600",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_2_REG,"403592",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_3_REG,"403593",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_4_REG,"403594",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_5_REG,"403595",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_6_REG,"403596",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_7_REG,"403597",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_8_REG,"403598",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 10"
Profile_Management.Profile_10_Name.PROFILE_10_NAME_9_REG,"403599",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 10"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_1_REG,"403601",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_10_REG,"403610",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_2_REG,"403602",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_3_REG,"403603",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_4_REG,"403604",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_5_REG,"403605",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_6_REG,"403606",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_7_REG,"403607",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_8_REG,"403608",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 11"
Profile_Management.Profile_11_Name.PROFILE_11_NAME_9_REG,"403609",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 11"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_1_REG,"403611",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_10_REG,"403620",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_2_REG,"403612",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_3_REG,"403613",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_4_REG,"403614",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_5_REG,"403615",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_6_REG,"403616",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_7_REG,"403617",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_8_REG,"403618",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 12"
Profile_Management.Profile_12_Name.PROFILE_12_NAME_9_REG,"403619",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 12"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_1_REG,"403621",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_10_REG,"403630",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_2_REG,"403622",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_3_REG,"403623",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_4_REG,"403624",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_5_REG,"403625",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_6_REG,"403626",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_7_REG,"403627",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_8_REG,"403628",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 13"
Profile_Management.Profile_13_Name.PROFILE_13_NAME_9_REG,"403629",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 13"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_1_REG,"403631",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_10_REG,"403640",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_2_REG,"403632",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_3_REG,"403633",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_4_REG,"403634",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_5_REG,"403635",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_6_REG,"403636",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_7_REG,"403637",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_8_REG,"403638",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 14"
Profile_Management.Profile_14_Name.PROFILE_14_NAME_9_REG,"403639",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 14"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_1_REG,"403641",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_10_REG,"403650",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_2_REG,"403642",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_3_REG,"403643",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_4_REG,"403644",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_5_REG,"403645",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_6_REG,"403646",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_7_REG,"403647",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_8_REG,"403648",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 15"
Profile_Management.Profile_15_Name.PROFILE_15_NAME_9_REG,"403649",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 15"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_1_REG,"403651",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_10_REG,"403660",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_2_REG,"403652",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_3_REG,"403653",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_4_REG,"403654",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_5_REG,"403655",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_6_REG,"403656",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_7_REG,"403657",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_8_REG,"403658",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 16"
Profile_Management.Profile_16_Name.PROFILE_16_NAME_9_REG,"403659",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 16"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_1_REG,"403661",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_10_REG,"403670",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_2_REG,"403662",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_3_REG,"403663",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_4_REG,"403664",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_5_REG,"403665",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_6_REG,"403666",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_7_REG,"403667",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_8_REG,"403668",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 17"
Profile_Management.Profile_17_Name.PROFILE_17_NAME_9_REG,"403669",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 17"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_1_REG,"403671",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_10_REG,"403680",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_2_REG,"403672",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_3_REG,"403673",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_4_REG,"403674",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_5_REG,"403675",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_6_REG,"403676",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_7_REG,"403677",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_8_REG,"403678",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 18"
Profile_Management.Profile_18_Name.PROFILE_18_NAME_9_REG,"403679",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 18"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_1_REG,"403681",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_10_REG,"403690",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_2_REG,"403682",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_3_REG,"403683",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_4_REG,"403684",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_5_REG,"403685",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_6_REG,"403686",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_7_REG,"403687",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_8_REG,"403688",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 19"
Profile_Management.Profile_19_Name.PROFILE_19_NAME_9_REG,"403689",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 19"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_1_REG,"403511",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_10_REG,"403520",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_2_REG,"403512",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_3_REG,"403513",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_4_REG,"403514",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_5_REG,"403515",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_6_REG,"403516",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_7_REG,"403517",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_8_REG,"403518",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 2"
Profile_Management.Profile_2_Name.PROFILE_2_NAME_9_REG,"403519",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 2"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_1_REG,"403691",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_10_REG,"403700",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_2_REG,"403692",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_3_REG,"403693",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_4_REG,"403694",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_5_REG,"403695",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_6_REG,"403696",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_7_REG,"403697",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_8_REG,"403698",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 20"
Profile_Management.Profile_20_Name.PROFILE_20_NAME_9_REG,"403699",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 20"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_1_REG,"403701",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_10_REG,"403710",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_2_REG,"403702",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_3_REG,"403703",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_4_REG,"403704",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_5_REG,"403705",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_6_REG,"403706",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_7_REG,"403707",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_8_REG,"403708",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 21"
Profile_Management.Profile_21_Name.PROFILE_21_NAME_9_REG,"403709",Short,1,R/W,100,,,,,,,,,,"Name (Char 09) - Profile 21"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_1_REG,"403711",Short,1,R/W,100,,,,,,,,,,"Name (Char 01) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_10_REG,"403720",Short,1,R/W,100,,,,,,,,,,"Name (Char 10) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_2_REG,"403712",Short,1,R/W,100,,,,,,,,,,"Name (Char 02) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_3_REG,"403713",Short,1,R/W,100,,,,,,,,,,"Name (Char 03) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_4_REG,"403714",Short,1,R/W,100,,,,,,,,,,"Name (Char 04) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_5_REG,"403715",Short,1,R/W,100,,,,,,,,,,"Name (Char 05) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_6_REG,"403716",Short,1,R/W,100,,,,,,,,,,"Name (Char 06) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_7_REG,"403717",Short,1,R/W,100,,,,,,,,,,"Name (Char 07) - Profile 22"
Profile_Management.Profile_22_Name.PROFILE_22_NAME_8_REG,"403718",Short,1,R/W,100,,,,,,,,,,"Name (Char 08) - Profile 22"
